# y_plus, uu_plus, vv_plus, minus_uv_plus
4.53790960e+02, 1.19244731e+00, 1.19244731e+00, 5.52977127e-01
4.55326631e+02, 1.18867339e+00, 1.18867339e+00, 5.51212493e-01
4.56862303e+02, 1.18489946e+00, 1.18489946e+00, 5.49437222e-01
4.58397974e+02, 1.18111847e+00, 1.18111847e+00, 5.47655558e-01
4.59933646e+02, 1.17733748e+00, 1.17733748e+00, 5.45168631e-01
4.61469318e+02, 1.17354235e+00, 1.17354235e+00, 5.42672339e-01
4.63004989e+02, 1.16974722e+00, 1.16974722e+00, 5.40868821e-01
4.64540661e+02, 1.16595210e+00, 1.16595210e+00, 5.39059208e-01
4.66076333e+02, 1.16214990e+00, 1.16214990e+00, 5.37243563e-01
4.67612004e+02, 1.15834064e+00, 1.15834064e+00, 5.35421950e-01
4.69147676e+02, 1.15452431e+00, 1.15452431e+00, 5.32894681e-01
4.70683347e+02, 1.15070798e+00, 1.15070798e+00, 5.30366803e-01
4.72219019e+02, 1.14689165e+00, 1.14689165e+00, 5.28524820e-01
4.73754691e+02, 1.14306119e+00, 1.14306119e+00, 5.26677166e-01
4.75290362e+02, 1.13923779e+00, 1.13923779e+00, 5.24130609e-01
4.76826034e+02, 1.13540026e+00, 1.13540026e+00, 5.22272428e-01
4.78361705e+02, 1.13156273e+00, 1.13156273e+00, 5.20408777e-01
4.79897377e+02, 1.12772520e+00, 1.12772520e+00, 5.17848333e-01
4.81433049e+02, 1.12388060e+00, 1.12388060e+00, 5.15283860e-01
4.82968720e+02, 1.12003601e+00, 1.12003601e+00, 5.13401573e-01
4.84504392e+02, 1.11618434e+00, 1.11618434e+00, 5.11518045e-01
4.86040063e+02, 1.11233267e+00, 1.11233267e+00, 5.08940698e-01
4.87575735e+02, 1.10847394e+00, 1.10847394e+00, 5.07043765e-01
4.89111407e+02, 1.10461521e+00, 1.10461521e+00, 5.05145756e-01
4.90647078e+02, 1.10074941e+00, 1.10074941e+00, 5.02556266e-01
4.92182750e+02, 1.09688361e+00, 1.09688361e+00, 4.99963372e-01
4.93718421e+02, 1.09301781e+00, 1.09301781e+00, 4.98048397e-01
4.95254093e+02, 1.08915201e+00, 1.08915201e+00, 4.96132568e-01
4.96789765e+02, 1.08527914e+00, 1.08527914e+00, 4.94212085e-01
4.98325436e+02, 1.08139921e+00, 1.08139921e+00, 4.91608045e-01
4.99861108e+02, 1.07752634e+00, 1.07752634e+00, 4.88997215e-01
