# y_plus, uu_plus, vv_plus, minus_uv_plus
1.66306255e+02, 1.74633657e+00, 1.74633657e+00, 8.12392773e-01
1.67839032e+02, 1.74349187e+00, 1.74349187e+00, 8.11577303e-01
1.69371808e+02, 1.74064009e+00, 1.74064009e+00, 8.10118036e-01
1.70904585e+02, 1.73778830e+00, 1.73778830e+00, 8.09077219e-01
1.72437361e+02, 1.73492942e+00, 1.73492942e+00, 8.07925868e-01
1.73970138e+02, 1.73207054e+00, 1.73207054e+00, 8.06120554e-01
1.75502914e+02, 1.72921166e+00, 1.72921166e+00, 8.05302905e-01
1.77035691e+02, 1.72634568e+00, 1.72634568e+00, 8.04375729e-01
1.78568467e+02, 1.72347971e+00, 1.72347971e+00, 8.03355422e-01
1.80101244e+02, 1.72060664e+00, 1.72060664e+00, 8.02234957e-01
1.81634020e+02, 1.71773357e+00, 1.71773357e+00, 8.00455373e-01
1.83166797e+02, 1.71486050e+00, 1.71486050e+00, 7.99133974e-01
1.84699573e+02, 1.71198034e+00, 1.71198034e+00, 7.98288099e-01
1.86232350e+02, 1.70909308e+00, 1.70909308e+00, 7.97351106e-01
1.87765127e+02, 1.70621292e+00, 1.70621292e+00, 7.96316301e-01
1.89297903e+02, 1.70331856e+00, 1.70331856e+00, 7.94632066e-01
1.90830680e+02, 1.70043131e+00, 1.70043131e+00, 7.93423142e-01
1.92363456e+02, 1.69753696e+00, 1.69753696e+00, 7.92133262e-01
1.93896233e+02, 1.69463551e+00, 1.69463551e+00, 7.90755785e-01
1.95429009e+02, 1.69174116e+00, 1.69174116e+00, 7.89877392e-01
1.96961786e+02, 1.68883262e+00, 1.68883262e+00, 7.88918404e-01
1.98494562e+02, 1.68593118e+00, 1.68593118e+00, 7.87886546e-01
2.00027339e+02, 1.68301554e+00, 1.68301554e+00, 7.86181044e-01
2.01560115e+02, 1.68010700e+00, 1.68010700e+00, 7.84988311e-01
2.03092892e+02, 1.67719137e+00, 1.67719137e+00, 7.84324068e-01
2.04625669e+02, 1.67426864e+00, 1.67426864e+00, 7.82978386e-01
2.06158445e+02, 1.67134592e+00, 1.67134592e+00, 7.81569604e-01
2.07691222e+02, 1.66842319e+00, 1.66842319e+00, 7.80077608e-01
2.09223998e+02, 1.66549337e+00, 1.66549337e+00, 7.79126867e-01
2.10756775e+02, 1.66256355e+00, 1.66256355e+00, 7.78106140e-01
2.12289551e+02, 1.65962663e+00, 1.65962663e+00, 7.76407486e-01
2.13822328e+02, 1.65668972e+00, 1.65668972e+00, 7.75252597e-01
2.15355104e+02, 1.65374571e+00, 1.65374571e+00, 7.74649566e-01
2.16887881e+02, 1.65080170e+00, 1.65080170e+00, 7.73367587e-01
2.18420657e+02, 1.64785769e+00, 1.64785769e+00, 7.72018266e-01
2.19953434e+02, 1.64489949e+00, 1.64489949e+00, 7.70602162e-01
2.21486211e+02, 1.64194839e+00, 1.64194839e+00, 7.69126330e-01
2.23018987e+02, 1.63899019e+00, 1.63899019e+00, 7.68223500e-01
2.24551764e+02, 1.63602490e+00, 1.63602490e+00, 7.67253664e-01
2.26084540e+02, 1.63305961e+00, 1.63305961e+00, 7.66236597e-01
2.27617317e+02, 1.63008722e+00, 1.63008722e+00, 7.64514256e-01
2.29150093e+02, 1.62711484e+00, 1.62711484e+00, 7.63376074e-01
2.30682870e+02, 1.62413536e+00, 1.62413536e+00, 7.62185495e-01
2.32215646e+02, 1.62115588e+00, 1.62115588e+00, 7.60936636e-01
2.33748423e+02, 1.61816931e+00, 1.61816931e+00, 7.59636210e-01
2.35281199e+02, 1.61518273e+00, 1.61518273e+00, 7.58278398e-01
2.36813976e+02, 1.61218907e+00, 1.61218907e+00, 7.57516146e-01
2.38346753e+02, 1.60918831e+00, 1.60918831e+00, 7.56053259e-01
2.39879529e+02, 1.60618754e+00, 1.60618754e+00, 7.55197138e-01
2.41412306e+02, 1.60318678e+00, 1.60318678e+00, 7.53630772e-01
2.42945082e+02, 1.60017183e+00, 1.60017183e+00, 7.52015288e-01
2.44477859e+02, 1.59716398e+00, 1.59716398e+00, 7.51670743e-01
